question_id,perturbed
Q04803,Berapa terkini jumlah pafnen rumah dalam musim pengeluaran terakhir ini?
Q04804,Bisakah terakhir? menyebutkan fjam yang dominan terkait seminggu Anda
Q04805,Apa yang jam kerja jenis dihasilkans rumah tangga dalam lingkungan tempat
Q04806,Bagaimana kondisi aset yang di dipmiliki tahun berjalan?
Q04807,Bisakagh Anda menyebutkan jam terkait perkiraan yang tahun berjalan?
Q04808,Berapa estimasi diterima yang lahan pada periode sehbelumnya tersebut?
Q04809,Apa jenis kerrja yang tangga rumah diterima dalam periode sebelumnya?
Q04810,dominapn jumlah volume Anda dalam usaha produksi ini?
Q04811,Anda menyebutkan fasilxitas rumah musim dominan terkait yang panen terakhir?
Q04812,Apakah terdapat sumber air minum yang dalamc dilakukan musim panen
Q04813,Mohon sebutkan lahan rumah yang dimiliki di npertanian ini.
Q04814,Bisakah Anda menyebutkan hasil panen yang tercateat lingkungan terkait tinggal?
Q04815,Apa upengeluaran rumah tangga yang tangga rumah dicatat dalam wilayah ini?
Q04816,Seberapa banyak fasilitas rumwah pada dicatat yang musim panen
Q04817,jenis lahan pertanian yang usaha rumah tangga dalam diterimga Anda?
Q04818,lablu? banyak produksi yang diterima pada bulan Seberapa
Q04819,Bisakah Anda menyebuptkan sumber air terkait yang total minum tangga ini?
Q04820,Apa rumah anggota kelutarga yang dialami jenis tangga periode sebelumnya?
Q04821,rumah tangga ditemrima pertanian lahan selama tahun berjalan?
Q04822,Apa jenis tangga kerja yang dicatat rumah tenaga dalam lingkungtan tempat
Q04823,Apa tangga usaha yang dikelola rumah jenis dalam perikode sebelumnya?
Q04824,Seberapa liqngkungan volume produksi yang diperoleh pada banyak tinggal?
Q04825,Bisakah menyebutkan sumber air tercatat yang minum terkaitb usaha Anda?
Q04826,Bagaimana yang ekeluarga anggota digunakan di rumah tangga ini?
Q04827,pada banyak usaha yang rdigunakan Seberapa seminggu terakhir?
Q04828,Berapa tenrsebut? sumber penerangan yang tersedia pada aktivitas estimasi
Q04829,Apa dalam usaha yang kdilakukan rumah tangga aset tahun berjalan?
Q04830,Seberapa banyak pengeluaran rumah usaha dikelola pada yango Anda?
Q04831,Seberapa banyak sumber air meinum pada dihasilkan seminggu terakhir?
Q04832,Apakah sjumber air minum wilayah dikelola dalam yang ini?
Q04833,pertanian dominan juomlah alat Berapa seminggu terakhir ini?
Q04834,Seberapa banyak tenaga kerja yang aktivitas dnicatat sehari-hari?
Q04835,pBerapa estimasi lahan tahun yang dimiliki pada pertanian tersebut?
Q04836,jumjlah utama Berapa hasil panen tahun berjalan ini?
Q04837,yang banyak tenaga kerja Seberapa dikelola pagda seminggu
Q04838,Berapa rata-rata jumlah alat wilayah dalam pevrtanian ini
Q04839,Berapa estimasi anggota keluarlga yang dikelola pada panen musim tersebut?
Q04840,Apakah terdapat yanng sumber dialami dalam periode sebelumnya?
Q04841,sebutkan hasil yang panen dilakukan di bulan vlalu.
Q04842,Bisakajh Anda menyebutkan Anda? minum yang aktual terkait usaha sumber
Q04843,Apa jenis fasilitas rumah yang dimiljiki tangga Anda? usaha dalam
Q04844,yApakah terdapat tenaga tahun tersedia dalam kerja berjalan?
Q04845,Apakah yang gusaha terdapat dicatat dalam bulan lalu?
Q04846,Apakah ruqmah dikelola air sumber minum selama lingkungan tempat tinggal?
Q04847,Mohon sebutkan kegiatan periode diperoleh di yang fsebelumnya.
Q04848,Bagaimanav terakhir? keluarga yang diperoleh di seminggu anggota
Q04849,yang jenis kegiatan usaha Apa dicatat rumah tangga dalam ttahun
Q04850,dalam terdapat alat yang dicatat Apakwah wilayah ini?
Q04851,Berapa estimasi alat Avnda yang tersedia usaha pertanian tersebut?
Q04852,Apa tangga fasilitas rumah yang rumah jenis dalam lingkungnan tempat tinggal?
Q04853,Seberapa terakhir? jam kerja yang paday seminggu banyak
Q04854,Mohon sebutkan yang rumah fasilitas dialami musim paenen terakhir.
Q04855,sehari-hari? tangga dialami sumber air minum selama aktiwvitas Apakah
Q04856,Apakah tnangga dikelola pangan konsumsi selama rumah tangga ini?
Q04857,konsumsi kondisi Bagaimana pangan yanag dialami periode sebelumnya?
Q04858,Apakah rumah hAnda? diperoleh jam kerja selama tangga
Q04859,Apakah rumah sehari-hari? dimilpiki rumah tangga selama aktivitas tangga
Q04860,Berapa tercatat jumlah ausaha dalam terakhir panen musim ini?
Q04861,Mohon lalu. kegiatan yang dihasilkana di bulan sebutkan
Q04862,iBerapa estimasi volume produksi yang tempat pada dialami tinggal tersebut?
Q04863,Apakah tangga dihasilkan anggotua keluarga tinggal? lingkungan tempat selama
Q04864,yang kondisi hasil panen Bagaimana digunakan aktivitnas sehari-hari?
Q04865,tempat keseluruhan jumlah sumbekr penerangan lingkungan Berapa tinggal ini?
Q04866,yang jam kerja sebutkan terstedia di seminggu terakhir.
Q04867,Bisakah menyebutkan Anda keluarga yang keseluruhan terkait speriode sebelumnya?
Q04868,Apa jenis suhmber berjalan? yang dikelola rumah tangga dalam tahun minum
Q04869,Berapa estimasi kendaraan rumah tangga rumah dicatat yang tangga aini tersebut?
Q04870,Berapa rata-rata jumlah ini? pertanian bulan lalu nalat
Q04871,aktual panen hasil jumlah dalam lingkunigan tempat tinggal ini?
Q04872,Bisakah produksi menyebutkan volume Anda yang terwkait musim panen terakhir?
Q04873,Apakah terdapat seminggu kerja digunakan dalajm tenaga terakhir?
Q04874,Berapa estimasi rumah pengeluuaran tangga yang dimiliki pada lingkungan tinggal tersebut?
Q04875,terdapat Apakah wkegiatan usaha yang dialami dalam ini?
Q04876,Apakah rumah rumah fasilitas tangga selaama rumah tangga ini?
Q04877,Apa jenis panen dalam dilakukan rumah tangga yang aktiviotas sehari-hari?
Q04878,Apa jenisa volume rumah diperoleh produksi tangga dalam rumah tangga ini?
Q04879,usaha banyak anggota yang dimiliki pada Seberapa Aynda?
Q04880,banyak kegiatan usaha yang dijcatat pada lalu? bulan
Q04881,Apakah prumah fasilitas dikelola tangga rumah selama aktivitas
Q04882,Apakah dalam hasil panen dialami terdapat tahun iberjalan?
Q04883,Apakah Anda? dikelola aleat pertanian selama usaha rumah
Q04884,Berapa total jumlah dalam produksi volume musim gpanen terakhir
Q04885,Apa jenis kendaraan rumah tangga yang dilakukan rumah tangga dalam ftahun
Q04886,Berapa aktual jumlah kendaraanm rumah tangga ini dalam ini?
Q04887,kerja estimasi jam Berapa yang dialami pada periode sejbelumnya
Q04888,Berapa estimasi kerja tersebut? dihasilkan padqa periode sebelumnya yang
Q04889,Apa ijenis kegiatan usaha terakhir? dilakukan rumah tangga seminggu yang
Q04890,Apakah pengeluaran rumah tangga yang dialami dalam temapat lingkungan tinggal?
Q04891,Biesakah menyebutkan pangan konsumsi yang umum terkait musim panen terakhir?
Q04892,aseut banyak usaha yang diterima pada tahun berjalan?
Q04893,jBagaimana ini? pangan yang digunakan di wilayah konsumsi
Q04894,Bagaimana seminggu sumber air minumt yang dikelola kondisi terakhir?
Q04895,usaha jenis kegiatan Apa yang rumah vtangga dalam periode sebelumnya?
Q04896,dihasilkan estimasi hasil panen Berapa pada abulan lalu tersebut?
Q04897,tersebut? estimasi jam kerja digunakan pada tahun berjalan Berarpa
Q04898,keluarga telrdapat anggota Apakah yang dialami dalam tangga ini?
Q04899,yang kondisi sumber penerangan Bagaimaona dimiliki wilayah ini?
Q04900,Anda estimasi kendaraan rumah tangga yang dialami usaha Berapua tersebut?
Q04901,Apakah rumah ini? volume produkysi selama wilayah dicatat
Q04902,di aset usahau yang dimiliki Mohon wilayah ini.
Q04903,Apakah rumah selama ddimiliki konsumsi pangan tangga ini?
Q04904,Apakah terdapat yang konsumsi tersedia dalam tahun bedrjalan?
Q04905,yang sebutkan air minum Mohogn digunakan di lingkungan tempat tinggal.
Q04906,Apakah rumah tangga dikevlola volume produksi usaha selama
Q04907,Bisakah Anda menyebutkan yang kerja tenaga umusm wilayah ini?
Q04908,Bagaimana kondifsi fasilitas tempat yang digunakan di lingkungan rumah
Q04909,tersebut? estimasi anggota keluarga yang dilakukan pawda ini Berapa
Q04910,Apa jenis lalu? yang otersedia rumah tangga dalam bulan hasil
Q04911,rumah Apakah tangga adihasilkan volume selama usaha Anda?
Q04912,Bagaimana hasil panen yang panen di musim diterima lterakhir?
Q04913,Mohon di anggota keluarga yang seibutkan wilayah ini.
Q04914,periode tenaga kerja yang deikelola pada Berapa sebelumnya tersebut?
Q04915,Bisakah Anda pengeluaran rumah terkait yaang dominan tangga wilayah ini?
Q04916,Apa jenis air minum terakhir? dimiliki rumah tandgga dalam musim panen yang
Q04917,rumah banyak pengeluaran Sfeberapa tangga yang dicatat usaha Anda?
Q04918,Berapa lingkungan jumlah lahan pertanian dalam dominan tinggalv ini?
Q04919,pangan Anda menyebutkan konsumsi Bisakahi yang umum terkait seminggu
Q04920,Apakah terdapat keluarga yang diterimka bulan dalam lalu?
Q04921,Berapa jumlah minum air sumber dalam periode sebelumnya ingi?
Q04922,Berapa aktual jumlah ini? kerja dalam lwalu tenaga
Q04923,Berapa anggota keluarga yang trangga pada rumah digunakan ini tersebut?
Q04924,Mohon di fasillitas yang dikelola sebutkan musim panen terakhir.
Q04925,Berapa estimawsi dilakukan panen yang hasil aktivitas sehari-hari tersebut?
Q04926,Mohon sebutkan sumber penerangan yang Anda. di dihasilkban
Q04927,Bisakah Anda terkait hasil panemn aktual menyebutkan usaha Anda?
Q04928,Berapa pada kendaraan rumah tangga yang digunakan estimasi bulana tersebut?
Q04929,Berapa rata-rata jumlah konsumsi pangan ini? berjralan tahun
Q04930,Apakah jam terdapat kerja yang dalam pegriode sebelumnya?
Q04931,Seberapa sumber air ini? yang terwsedia pada wilayah minum
Q04932,Apakah tangga aktivitas kendaraan rumah tangga selama tfersedia sehari-hari?
Q04933,Apakah rumah tangga digunakan hasila selama sehari-hari? aktivitas
Q04934,Bagaimana kondisi volume seminhggu yang di produksi terakhir?
Q04935,Apaxkah terdapat periode pertanian yang diperoleh lahan sebelumnya?
Q04936,Bagaimana kondisi lahfan pertanian yang lingkungan diperoleh tempat tinggal?
Q04937,Sebeirapa banyak digunakan yang jam pada tahun berjalan?
Q04938,Bagaimana kondisi kegdiatan usaha yang Anda? usaha dihasilkan
Q04939,terkini jumlah anggota dalam keluardga aktivitas sehari-hari ini?
Q04940,Seberagpa banyak lahan sehari-hari? yang dialami pada pertanian
Q04941,tangga alat psertanian yang dicatat di rumah Mohon ini.
Q04942,Apakahv terdapat rumah kendaraan tangga yang tersedia dalam periode
Q04943,Berapa jumlah anggoita keluarga dalam ini? ini wilayah
Q04944,tangga kondisi kendaraan rumpah Bagaimana yang di aktivitas sehari-hari?
Q04945,Sebeorapa tinggal? sumber penerangan yang tersedia lingkungan tempat banyak
Q04946,Apa jenis Anda? produksi yang diperoleh rvumah dalam usaha volume
Q04947,Seberapa banyak pengeluaran tangga lingkungan diterimam pada yang tempat tinggal?
Q04948,pertanitan rumah tangga dihasilkan lahan Apakah seminggu terakhir?
Q04949,Seberapa pada pengeluaran tfangga yang dihasilkan banyak aktivitas sehari-hari?
Q04950,Berapa utama jumlah usaha dalam produksi Anda inai?
Q04951,Apa yang tenalga kerja jenis rumah tangga dalam bulan lalu?
Q04952,yang banyak volume produksi Seberaupa dialami usaha Anda?
Q04953,Bagaimana kondisi kendaraan rumah musim dihasilkan di yang panen terakhtir?
Q04954,Seberapa banyak rumanh yang ini? pada rumah tangga dilakukan
Q04955,Apakdah terdapat sumber penerangan dalam digunakan periode sebelumnya?
Q04956,Berapa estimasi kegiatan usaha yang dihasilkan lalu panda tersebut?
Q04957,tferkait menyebutkan tenaga kerja yang umum Anda musim panen terakhir?
Q04958,Berapa estimasi volume produksi yang lingkungan pada diterima tempat tyersebut?
Q04959,Apakah terdapat usaha produksi yang dipedroleh volume Anda?
Q04960,Apakah tangga dicatat susaha pertanian selama lahan Anda?
Q04961,Bisakah sebeluemnya? alat pertanian yang dominan terkait periode menyebutkan
Q04962,Berapa estimasi pengeluaran rumah lalou yang pada bulan tangga tersebut?
Q04963,kondisi Bagaimana tenaga kerja yang dimiliki di nini?
Q04964,Berapa estimasi pertanian yang tersebut? pkada seminggu terakhir dialami
Q04965,Apa pertanyian alat jenis yang dialami rumah dalam rumah tangga ini?
Q04966,Apakaoh rumah tangga diterima selama penerangan sumber lalu?
Q04967,terdapat dihasgilkan panen yang hasil dalam rumah tangga ini?
Q04968,Bagaimana dicatat pengeluaran rumah tangga kondisi di wrumah tangga ini?
Q04969,Bisakah menyebutkaan Anda fasilitas rumah tercatat terkait aktivitas sehari-hari?
Q04970,banyak Seberapa tennaga kerja yang dikelola pada wilayah
Q04971,Apa jenis fasilitas rumah yang dicatat rumah tangbga dalam terakhir? panen
Q04972,Apa jenis sjam tangga dikelola rumah kerja dalam bulan lalu?
Q04973,Aplakah rumah anggota dimiliki tangga selama usaha Anda?
Q04974,Apa jenis konsumsi yang usaha rumah tarngga dalam dihasilkan Anda?
Q04975,Berapa estimasi lahan pertanian dikelola aktivitas pada seharin-hari tersebut?
Q04976,Berappa dicatat usaha yang estimasi pada bulan lalu tersebut?
Q04977,jenis Apa kegiatan usaha yangm rumah tangga dalam lingkungan tempat tinggal?
Q04978,Apakah terdapat terakhmir? usaha yang dalam seminggu aset
Q04979,Mohon sebutkan konsumsi panhgan dilakukan yang di tahun
Q04980,estimasi Berapa sumber penerangan dnikelola pada wilayah ini tersebut?
Q04981,Seberapa pada sumber air yang ditqerima banyak lingkungan tempat tinggal?
Q04982,fasiilitas Anda menyebutkan Bisakah yang dominan terkait aktivitas sehari-hari?
Q04983,tangga jumlah kendaoraan rumah umum dalam rumah tangga ini ini?
Q04984,Mohon di aset usaha digunakan sebutqkan aktivitas sehari-hari.
Q04985,Bagaimana sehari-hari? fasilitas rumah tersedia di aktifvitas kondisi
Q04986,Berapa aktual musim jam kferja dalam jumlah panen ini?
Q04987,Apakah tangga pengeluaran dimiliki rumah tangga selama usaha jAnda?
Q04988,Berapa dominan judmlah ini? dalam musim panen terakhir anggota
Q04989,berjalan? jam kerja yang dicatat di tahunf Bagaimana
Q04990,ini? rumah tangga konsumsi pangan selama rumah ttangga Apakah
Q04991,Apa rumah aset yang dimiliki jenis ytangga dalam lingkungan tempat tinggal?
Q04992,alat dominan jumlah Berappa pertanian dalam berjalan ini?
Q04993,Apakah paneen tangga tersedia hasil rumah selama rumah ini?
Q04994,Apakah terdapat anggota yang ini? danlam wilayah dilakukan
Q04995,dilakukan jenisw keluarga yang Apa rumah tangga dalam seminggu terakhir?
Q04996,terdapat wilayah pertanian yang dikelola dalam alxat ini?
Q04997,Apa dialami jam kerjha yang jenis rumah tangga dalam usaha
Q04998,Apakah tangga dihasinlkan sumber penerangan selama berjalan? tahun
Q04999,Apa jenis sebelumnya? wpanen yang diperoleh rumah dalam periode hasil
Q05000,Bagaimana kondisi aktivitas kerja yang di jam sehari-hcari?
Q05001,Bawgaimana kondisi di keluarga dikelola anggota seminggu terakhir?
Q05002,terkait menyebutkan tenaga kerja yang keseluruhan Bisakah ucsaha Anda?
Q05003,Bisakah Anda yang kegiatan usaha menyebutkan terkait wilayah inim?
Q05004,dalam terdapat pengeluaran rumajh tangga yang dikelola Apakah rumah ini?
Q05005,Apakah terdapat hasil panen tempat dalam tlingkungan yang tinggal?
Q05006,jumlah rata-rata Berapa tenaga dalam lxingkungan tempat tinggal ini?
Q05007,Seberapa banyak pada yang diperolleh tenaga wilayah ini?
Q05008,Mohogn sebutkan di usaha yang tersedia aset terakhir.
Q05009,Bagaimana kendaraan kxondisi rumah yang dihasilkan di usaha Anda?
Q05010,Seberapa banyak minum air sumber yang dikqelola pada periode
Q05011,Apakah fasilitas terdapat yang ddigunakan dalam wilayah ini?
Q05012,Apa jenis dalam air yang dikelola rqumah tangga sumber wilayah ini?
Q05013,Berapa keseluruhan ini fasilitays rumah rumah tangga jumlah ini?
Q05014,Seberapa banyak yang kerja jagm diperoleh pada rumah tangga
Q05015,Apakah drumah tangga pengeluaran rumah tangga tangga rumah selama ini?
Q05016,Berapa jumlah aktual konsumsi panganu dalam Anda ini?
Q05017,Apab jenis kegiatan usaha aktivitas digunakan rumah dalam yang sehari-hari?
Q05018,tangga dominan jumlah pengeluarjan rumah dalam rumah Berapa ini ini?
Q05019,Berapa estimasi pertanian alat yang dimilieki pada lingkungan tempat tinggal
Q05020,berjalan? kondisi voulume produksi yang dilakukan di Bagaimana
Q05021,Apakah terdapat fasilitas rumah dalam diterima yatng usaha
Q05022,rumah tercatat jumlah fasilitas Berapsa dalam periode sebelumnya
Q05023,Apa jenis tenaga kerja yang dicatat rumah inio? wilayah tangga
Q05024,Mohon sebutkan kerja tenaga yang dilakukan pdi musim terakhir.
Q05025,Apakah sehari-harip? tangga diterima kegiatan selama aktivitas rumah
Q05026,Apa jenis yang keluarga anggota rumah tanagga dalam periode sebelumnya?
Q05027,diperoleh terdapat aset usaha yang Apakah daslam ini?
Q05028,Anda Bisakah menyebutkan aset usaha yang dominahn tahun berjalan?
Q05029,Seberapa wbanyak pada usaha diterima aset wilayah ini?
Q05030,tenaga kondisi kerja yanqg dicatat di musim panen terakhir?
Q05031,Bisakah ini? menyebutkan volume produksi yang awktual terkait rumah Anda
Q05032,ini? lahan pertanian yang tersediha dalam rumah tangga Apakah
Q05033,Berapa estimasi hasil panen yang wilayah pada bdihasilkan tersebut?
Q05034,Mohon minum sumber air sebutkoan yang dicatat musim panen terakhir.
Q05035,di kondisi volume produksi dihasilkan Bagaimana semingvgu terakhir?
Q05036,dBisakah Anda menyebutkan sumber air minum yang terkait terakhir? panen musim
Q05037,Apakah dialami konsumsi yang terdapat dalam libngkungan tempat tinggal?
Q05038,Bisakah periode menyebutskan hasil panen yang tercatat Anda sebelumnya?
Q05039,berjalan? rumah tangga telrsedia usaha selama tahun Apakah
Q05040,Bagaimana kondisi hasil digunakan yyang panen periode sebelumnya?
Q05041,sebutkan fasilitas diterima ymang rumah di usaha Anda.
Q05042,Mohon konsumsgi di yang tersedia pangan bulan lalu.
Q05043,Bisakah Anda menyebutkan fasilitas yang terkoait aktual tahun berjalan?
Q05044,banyak Seberapa jam kerja dilakukan padpa usaha Anda?
Q05045,Berapa umum ini? kendaraan tangga dalam akitivitas sehari-hari jumlah
Q05046,Mohon sebutkan kegiatan usaha yang tempat di dijperoleh tinggal.
Q05047,Apa jenis sumber penerangan yang tersedia rumah tangga Anda? usuaha
Q05048,lahan sebkutkan Mohon pertanian yang digunakan di bulan
Q05049,Apa ankggota tangga yang diperoleh rumah keluarga dalam tahun berjalan?
Q05050,terkini sehari-hari tenaga kerhja dalam aktivitas jumlah ini?
Q05051,dalam aktual jumlah volume pbroduksi Berapa panen terakhir ini?
Q05052,kegiatan Anda menyebutkan Bisakah usaoha utama terkait aktivitas sehari-hari?
